ISO Code	Language Name	Population Size	Vitality	Digital Support
tta	Tutelo	None	Extinct	Emerging
ttb	Gaa	10K to 1M	Stable	Still
ttc	Tektiteko	Less than 10K	Endangered	Ascending
ttd	Tauade	10K to 1M	Stable	Emerging
tte	Bwanabwana	Less than 10K	Stable	Emerging
ttf	Tuotomb	None	Endangered	Emerging
ttg	Tutong	10K to 1M	Endangered	Emerging
tth	Upper Ta’oih	10K to 1M	Stable	Still
tti	Tobati	Less than 10K	Endangered	Still
ttj	Tooro	1M to 1B	Institutional	Ascending
ttk	Totoro	None	Endangered	Still
ttl	Totela	Less than 10K	Endangered	Still
ttm	Tutchone, Northern	Less than 10K	Endangered	Emerging
ttn	Towei	Less than 10K	Endangered	Still
tto	Ta’oih, Lower	10K to 1M	Stable	Still
ttp	Tombelala	Less than 10K	Endangered	Still
ttq	Tawallammat Tamajaq	1M to 1B	Stable	Ascending
ttr	Tera	10K to 1M	Stable	Ascending
tts	Northeastern Thai	1M to 1B	Stable	Emerging
ttt	Tat, Muslim	10K to 1M	Endangered	Emerging
ttu	Torau	Less than 10K	Endangered	Still
ttv	Titan	Less than 10K	Stable	Still
ttw	Long Wat	Less than 10K	Stable	Still
tty	Sikaritai	Less than 10K	Stable	Still
ttz	Tsum	Less than 10K	Stable	Still
tua	Wiarumus	Less than 10K	Endangered	Still
tub	Tübatulabal	None	Endangered	Still
tuc	Mutu	Less than 10K	Stable	Emerging
tud	Tuxá	None	Endangered	Still
tue	Tuyuca	Less than 10K	Endangered	Emerging
tuf	Central Tunebo	Less than 10K	Stable	Emerging
tug	Tunia	Less than 10K	Endangered	Emerging
tuh	Tulil	Less than 10K	Endangered	Emerging
tui	Tupuri	10K to 1M	Stable	Ascending
tuj	Tugutil	Less than 10K	Endangered	Emerging
tuk	Turkmen	1M to 1B	Institutional	Vital
tul	Tula	10K to 1M	Stable	Emerging
tum	Tumbuka	1M to 1B	Stable	Ascending
tun	Tunica	None	Endangered	Emerging
tuo	Tucano	10K to 1M	Institutional	Ascending
tuq	Tedaga	10K to 1M	Stable	Emerging
tur	Turkish	1M to 1B	Institutional	Thriving
tus	Tuscarora	None	Endangered	Emerging
tuu	Tututni	None	Endangered	Emerging
tuv	Turkana	1M to 1B	Stable	Ascending
tux	Tuxináwa	None	Extinct	Still
tuy	Tugen	10K to 1M	Stable	Still
tuz	Turka	10K to 1M	Stable	Emerging
tva	Vaghua	Less than 10K	Stable	Still
tvd	Tsuvadi	10K to 1M	Stable	Emerging
tve	Te’un	None	Extinct	Emerging
tvi	Tulai	None	Endangered	Still
tvk	Southeast Ambrym	Less than 10K	Stable	Emerging
tvl	Tuvaluan	10K to 1M	Institutional	Ascending
tvm	Tela-Masbuar	Less than 10K	Endangered	Still
tvn	Tavoyan	10K to 1M	Stable	Emerging
tvo	Tidore	10K to 1M	Endangered	Emerging
tvs	Taveta	10K to 1M	Stable	Emerging
tvt	Naga, Tutsa	10K to 1M	Stable	Emerging
tvu	Tunen	10K to 1M	Stable	Ascending
tvw	Sedoa	Less than 10K	Endangered	Emerging
tvx	Taivoan	None	Endangered	Emerging
tvy	Pidgin, Timor	None	Extinct	Emerging
twa	Twana	None	Endangered	Still
twb	Tawbuid	Less than 10K	Stable	Emerging
twc	Teshenawa	None	Extinct	Still
twd	Twents	10K to 1M	Stable	Emerging
twe	Teiwa	Less than 10K	Stable	Emerging
twf	Tiwa, Northern	Less than 10K	Endangered	Emerging
twg	Tereweng	Less than 10K	Endangered	Still
twh	Tai Dón	10K to 1M	Stable	Emerging
twl	Tawara	10K to 1M	Stable	Still
twm	Monpa, Tawang	10K to 1M	Stable	Emerging
twn	Twendi	None	Endangered	Emerging
two	Tswapong	Less than 10K	Stable	Still
twp	Ere	Less than 10K	Stable	Still
twq	Tasawaq	10K to 1M	Stable	Emerging
twr	Tarahumara, Southwestern	Less than 10K	Endangered	Still
twt	Turiwára	None	Endangered	Still
twu	Termanu	10K to 1M	Stable	Emerging
tww	Tuwari	Less than 10K	Endangered	Still
twx	Tewe	10K to 1M	Stable	Emerging
twy	Tawoyan	10K to 1M	Endangered	Emerging
txa	Tombonuo	None	Endangered	Emerging
txc	Tsetsaut	None	Endangered	Emerging
txe	Totoli	10K to 1M	Endangered	Still
txi	Ikpeng	Less than 10K	Stable	Emerging
txj	Tarjumo	None	Endangered	Still
txm	Tomini	10K to 1M	Endangered	Still
txn	West Tarangan	Less than 10K	Endangered	Emerging
txo	Toto	Less than 10K	Endangered	Ascending
txq	Tii	10K to 1M	Stable	Ascending
txs	Tonsea	Less than 10K	Endangered	Emerging
txt	Citak	Less than 10K	Endangered	Emerging
txu	Kayapó	Less than 10K	Stable	Emerging
txx	Tatana	Less than 10K	Endangered	Still
txy	Malagasy, Tanosy	10K to 1M	Stable	Still
tya	Tauya	Less than 10K	Endangered	Emerging
tye	Kyanga	10K to 1M	Endangered	Still
tyh	O’du	Less than 10K	Endangered	Still
tyi	Teke-Tsaayi	10K to 1M	Endangered	Still
tyj	Tai Yo	Less than 10K	Stable	Emerging
tyl	Thu Lao	Less than 10K	Endangered	Still
tyn	Kombai	Less than 10K	Endangered	Still
typ	Thaypan	None	Endangered	Still
tyr	Tai Daeng	10K to 1M	Stable	Still
tys	Tày Sa Pa	Less than 10K	Endangered	Still
tyt	Tày Tac	None	Stable	Still
tyu	Kua	Less than 10K	Endangered	Still
tyv	Tuvan	10K to 1M	Institutional	Ascending
tyx	Teke-Tyee	10K to 1M	Stable	Still
tyy	Tiyaa	Less than 10K	Stable	Emerging
tyz	Tày	1M to 1B	Endangered	Ascending
tza	Tanzanian Sign Language	10K to 1M	Stable	Ascending
tzh	Tzeltal	10K to 1M	Stable	Ascending
tzj	Tz’utujil	10K to 1M	Stable	Ascending
tzm	Central Atlas Tamazight	1M to 1B	Endangered	Ascending
tzn	Tugun	Less than 10K	Endangered	Still
tzo	Tzotzil	10K to 1M	Endangered	Ascending
tzx	Karawari	Less than 10K	Stable	Still
uam	Uamué	None	Endangered	Still
uan	Kuan	Less than 10K	Endangered	Still
uar	Tairuma	Less than 10K	Stable	Emerging
uba	Ubang	10K to 1M	Stable	Emerging
ubi	Ubi	Less than 10K	Endangered	Emerging
ubl	Buhi’non Bikol	10K to 1M	Stable	Ascending
ubr	Ubir	Less than 10K	Stable	Emerging
ubu	Umbu-Ungu	10K to 1M	Stable	Emerging
uby	Ubykh	None	Extinct	Emerging
uda	Uda	10K to 1M	Stable	Still
ude	Udihe	Less than 10K	Endangered	Emerging
udg	Muduga	Less than 10K	Stable	Emerging
udi	Udi	Less than 10K	Endangered	Ascending
udj	Ujir	Less than 10K	Endangered	Still
udl	Wuzlam	10K to 1M	Stable	Emerging
udm	Udmurt	10K to 1M	Endangered	Ascending
udu	Uduk	None	Stable	Emerging
ues	Kioko	Less than 10K	Endangered	Still
ufi	Ufim	Less than 10K	Stable	Still
ugb	Kuku-Ugbanh	None	Extinct	Still
uge	Ughele	Less than 10K	Stable	Emerging
ugh	Kubachi	Less than 10K	Stable	Emerging
ugn	Ugandan Sign Language	10K to 1M	Stable	Emerging
ugo	Ugong	Less than 10K	Endangered	Still
ugy	Uruguayan Sign Language	Less than 10K	Stable	Emerging
uha	Uhami	10K to 1M	Stable	Still
uhn	Damal	10K to 1M	Endangered	Emerging
uig	Uyghur	1M to 1B	Institutional	Vital
uis	Uisai	Less than 10K	Institutional	Still
uiv	Iyive	Less than 10K	Stable	Emerging
uji	Rjili	10K to 1M	Stable	Still
uka	Kaburi	Less than 10K	Endangered	Still
ukg	Ukuriguma	Less than 10K	Endangered	Still
ukh	Ukhwejo	Less than 10K	Endangered	Still
uki	Kui	10K to 1M	Stable	Emerging
ukk	Muak Sa-aak	Less than 10K	Stable	Emerging
ukl	Ukrainian Sign Language	10K to 1M	Stable	Still
ukp	Bukpe	10K to 1M	Stable	Still
ukq	Ukwa	Less than 10K	Endangered	Still
ukr	Ukrainian	1M to 1B	Institutional	Thriving
uks	Kaapor Sign Language	None	Stable	Still
uku	Ukue	10K to 1M	Stable	Still
ukv	Kuku	10K to 1M	Endangered	Still
ukw	Ukwuani-Aboh-Ndoni	10K to 1M	Stable	Emerging
uky	Kuuk-Yak	None	Extinct	Emerging
ula	Fungwa	Less than 10K	Endangered	Still
ulb	Olùkùmi	10K to 1M	Stable	Still
ulc	Ulch	Less than 10K	Endangered	Emerging
ule	Lule	None	Extinct	Still
ulf	Usku	Less than 10K	Endangered	Still
uli	Ulithian	Less than 10K	Stable	Emerging
ulk	Meriam Mir	Less than 10K	Endangered	Ascending
ull	Ullatan	None	Endangered	Still
ulm	Ulumanda’	10K to 1M	Endangered	Emerging
uln	Unserdeutsch	Less than 10K	Endangered	Emerging
ulu	Uma’ Lung	Less than 10K	Endangered	Still
ulw	Ulwa	Less than 10K	Endangered	Still
uly	Buli	Less than 10K	Stable	Still
uma	Umatilla	None	Endangered	Emerging
umb	Umbundu	1M to 1B	Institutional	Ascending
umd	Umbindhamu	None	Extinct	Still
umg	Morrobalama	None	Extinct	Still
umi	Ukit	Less than 10K	Stable	Still
umm	Amon	10K to 1M	Stable	Still
umn	Paungnyuan Naga	Less than 10K	Stable	Emerging
umo	Umotína	None	Endangered	Still
ump	Umpila	None	Endangered	Still
umr	Umbugarla	None	Extinct	Still
ums	Pendau	Less than 10K	Endangered	Emerging
umu	Munsee	None	Endangered	Emerging
una	Kodut, North	Less than 10K	Stable	Still
une	Uneme	10K to 1M	Endangered	Still
ung	Ngarinyin	None	Endangered	Still
uni	Uni	Less than 10K	Stable	Still
unk	Enawené-Nawé	Less than 10K	Stable	Still
unm	Unami	None	Endangered	Emerging
unn	Kurnai	None	Endangered	Still
unr	Mundari	1M to 1B	Stable	Ascending
unu	Unubahe	None	Endangered	Still
unx	Munda	10K to 1M	Stable	Emerging
unz	Kaili, Unde	10K to 1M	Stable	Still
uon	Kulon	None	Extinct	Still
upi	Umeda	Less than 10K	Stable	Still
upv	Uripiv-Wala-Rano-Atchin	Less than 10K	Stable	Ascending
ura	Urarina	Less than 10K	Stable	Ascending
urb	Kaapor	Less than 10K	Stable	Emerging
urc	Urningangg	None	Extinct	Still
urd	Urdu	1M to 1B	Institutional	Vital
ure	Uru	None	Endangered	Still
urf	Uradhi	None	Extinct	Still
urg	Kobuka	Less than 10K	Endangered	Still
urh	Urhobo	1M to 1B	Stable	Ascending
uri	Urim	Less than 10K	Stable	Emerging
urk	Urak Lawoi’	Less than 10K	Endangered	Emerging
url	Urali	None	Endangered	Still
urm	Urapmin	Less than 10K	Stable	Still
urn	Uruangnirin	Less than 10K	Endangered	Still
uro	Ura	Less than 10K	Stable	Still
urp	Uru-Pa-In	Less than 10K	Stable	Still
urr	Löyöp	Less than 10K	Stable	Emerging
urt	Urat	Less than 10K	Endangered	Emerging
uru	Urumi	None	Extinct	Still
urv	Uruava	None	Extinct	Still
urw	Sob	Less than 10K	Endangered	Emerging
urx	Urimo	Less than 10K	Endangered	Still
ury	Orya	Less than 10K	Endangered	Emerging
urz	Uru-Eu-Wau-Wau	None	Stable	Still
usa	Usarufa	Less than 10K	Endangered	Emerging
ush	Ushojo	Less than 10K	Endangered	Emerging
usi	Usoi	10K to 1M	Stable	Still
usk	Usaghade	10K to 1M	Endangered	Emerging
usp	Uspanteko	Less than 10K	Stable	Ascending
uss	us-Saare	10K to 1M	Stable	Still
usu	Uya	Less than 10K	Endangered	Still
uta	Itang	10K to 1M	Stable	Still
ute	Ute-Southern Paiute	Less than 10K	Endangered	Still
uth	ut-Hun	10K to 1M	Stable	Emerging
utp	Amba	Less than 10K	Stable	Still
utr	Etulo	10K to 1M	Stable	Emerging
utu	Utu	Less than 10K	Stable	Still
uum	Urum	Less than 10K	Endangered	Ascending
uur	Ura	None	Extinct	Still
uuu	U	10K to 1M	Endangered	Still
uve	Fagauvea	Less than 10K	Endangered	Emerging
uvh	Uri	Less than 10K	Endangered	Emerging
uvl	Lote	Less than 10K	Stable	Emerging
uwa	Kuku-Uwanh	None	Extinct	Still
uya	Deko-Dusanga	10K to 1M	Stable	Still
uzn	Northern Uzbek	1M to 1B	Institutional	Vital
uzs	Southern Uzbek	1M to 1B	Institutional	Emerging
vaa	Vaagri Booli	Less than 10K	Endangered	Emerging
vae	Vale	Less than 10K	Stable	Still
vaf	Vafsi	10K to 1M	Endangered	Still
vag	Vagla	10K to 1M	Stable	Emerging
vah	Varhadi-Nagpuri	1M to 1B	Stable	Ascending
vai	Vai	10K to 1M	Stable	Ascending
vaj	Northwestern !Kung	10K to 1M	Endangered	Still
val	Vehes	None	Endangered	Still
vam	Dumo	Less than 10K	Endangered	Still
van	Walman	Less than 10K	Endangered	Emerging
vao	Vao	Less than 10K	Endangered	Still
vap	Vaiphei	10K to 1M	Stable	Emerging
var	Huarijío	Less than 10K	Stable	Ascending
vas	Vasavi	10K to 1M	Stable	Emerging
vau	Vanuma	Less than 10K	Stable	Emerging
vav	Varli	10K to 1M	Stable	Emerging
vay	Wayu	Less than 10K	Endangered	Emerging
vbb	Babar, Southeast	Less than 10K	Endangered	Still
vbk	Bontok, Southwestern	Less than 10K	Endangered	Still
vec	Venetian	1M to 1B	Stable	Ascending
ved	Veddah	None	Endangered	Still
vel	Veluws	10K to 1M	Stable	Emerging
vem	Vemgo-Mabas	10K to 1M	Stable	Emerging
ven	Venda	1M to 1B	Institutional	Vital
veo	Ventureño	None	Endangered	Still
vep	Veps	Less than 10K	Endangered	Ascending
ver	Verre	10K to 1M	Stable	Emerging
vgr	Vaghri	Less than 10K	Stable	Still
vgt	Flemish Sign Language	Less than 10K	Stable	Emerging
vic	Virgin Islands English Creole	10K to 1M	Endangered	Emerging
vid	Vidunda	10K to 1M	Stable	Emerging
vie	Vietnamese	1M to 1B	Institutional	Thriving
vif	Vili	10K to 1M	Stable	Ascending
vig	Viemo	Less than 10K	Stable	Emerging
vil	Vilela	None	Extinct	Still
vis	Vishavan	Less than 10K	Endangered	Still
vit	Viti	None	Stable	Still
viv	Iduna	Less than 10K	Stable	Emerging
vjk	Bajjika	1M to 1B	Stable	Still
vka	Kariyarra	None	Endangered	Still
vkj	Kujarge	Less than 10K	Endangered	Emerging
vkk	Kaur	10K to 1M	Stable	Still
vkl	Kulisusu	10K to 1M	Stable	Emerging
vkm	Kamakan	None	Extinct	Still
vkn	Koro Nulu	Less than 10K	Stable	Still
vko	Kodeoha	Less than 10K	Endangered	Emerging
vkp	Korlai Portuguese Creole	Less than 10K	Stable	Emerging
vkt	Malay, Tenggarong Kutai	10K to 1M	Endangered	Emerging
vku	Kurrama	None	Endangered	Still
vkz	Koro Zuba	10K to 1M	Stable	Still
vlp	Tavanlav	Less than 10K	Stable	Still
vls	West Flemish	1M to 1B	Endangered	Ascending
vma	Martuyhunira	None	Extinct	Still
vmb	Barbaram	None	Extinct	Still
vmc	Mixtec, Juxtlahuaca	10K to 1M	Stable	Still
vmd	Koraga, Mudu	Less than 10K	Endangered	Still
vme	Masela, East	Less than 10K	Endangered	Still
vmf	Eastern Franconian	None	Stable	Ascending
vmg	Vinitiri	Less than 10K	Stable	Still
vmh	Maraghei	None	Endangered	Still
vmi	Miwa	None	Extinct	Still
vmj	Ixtayutla Mixtec	Less than 10K	Stable	Emerging
vmk	Makhuwa-Shirima	10K to 1M	Stable	Emerging
vml	Malgana	None	Extinct	Still
vmm	Mitlatongo Mixtec	Less than 10K	Stable	Still
vmp	Soyaltepec Mazatec	10K to 1M	Stable	Emerging
vmq	Mixtec, Soyaltepec	Less than 10K	Endangered	Still
vmr	Marenje	10K to 1M	Stable	Still
vms	Moksela	None	Extinct	Still
vmu	Muluridyi	None	Extinct	Still
vmv	Maidu, Valley	None	Extinct	Still
vmw	Makhuwa	1M to 1B	Stable	Ascending
vmx	Mixtec, Tamazola	Less than 10K	Endangered	Still
vmy	Ayautla Mazatec	Less than 10K	Stable	Emerging
vmz	Mazatlán Mazatec	10K to 1M	Stable	Still
vnk	Lovono	None	Endangered	Still
vnm	Neve’ei	Less than 10K	Endangered	Emerging
vnp	Tapesena	Less than 10K	Stable	Still
vor	Voro	None	Stable	Still
vot	Vod	None	Endangered	Ascending
vra	Vera’a	Less than 10K	Stable	Still
vro	Võro	10K to 1M	Endangered	Ascending
vrs	Varisi	Less than 10K	Stable	Emerging
vrt	Banam Bay	Less than 10K	Stable	Still
vsi	Moldova Sign Language	Less than 10K	Stable	Still
vsl	Venezuelan Sign Language	10K to 1M	Stable	Emerging
vsv	Valencian Sign Language	Less than 10K	Endangered	Still
vto	Vitou	Less than 10K	Endangered	Still
vum	Vumbu	Less than 10K	Endangered	Still
vun	Vunjo	10K to 1M	Stable	Ascending
vut	Vute	10K to 1M	Stable	Ascending
vwa	Awa	10K to 1M	Endangered	Still
waa	Walla Walla	None	Endangered	Emerging
wab	Yote	Less than 10K	Endangered	Still
wac	Wasco-Wishram	None	Endangered	Still
wad	Wamesa	Less than 10K	Endangered	Emerging
wae	Walser	10K to 1M	Endangered	Ascending
waf	Wakoná	None	Endangered	Still
wag	Wa’ema	Less than 10K	Stable	Still
wah	Watubela	Less than 10K	Endangered	Still
wai	Wares	Less than 10K	Endangered	Still
waj	Waffa	Less than 10K	Stable	Emerging
wal	Wolaytta	1M to 1B	Institutional	Ascending
wam	Wampanoag	None	Endangered	Emerging
wan	Wan	10K to 1M	Stable	Emerging
wao	Wappo	None	Endangered	Still
wap	Wapichan	10K to 1M	Stable	Ascending
waq	Wagiman	None	Endangered	Emerging
war	Waray-Waray	1M to 1B	Institutional	Ascending
was	Washo	None	Endangered	Emerging
wat	Kaninuwa	Less than 10K	Institutional	Emerging
wau	Waurá	Less than 10K	Stable	Still
wav	Waka	Less than 10K	Stable	Still
waw	Waiwai	Less than 10K	Stable	Emerging
wax	Marangis	Less than 10K	Stable	Still
way	Wayana	Less than 10K	Stable	Ascending
waz	Wampur	Less than 10K	Stable	Still
wba	Warao	10K to 1M	Stable	Ascending
wbb	Wabo	Less than 10K	Endangered	Still
wbe	Waritai	Less than 10K	Endangered	Still
wbf	Wara	Less than 10K	Stable	Still
wbh	Wanda	Less than 10K	Stable	Emerging
wbi	Vwanji	10K to 1M	Stable	Ascending
wbj	Alagwa	10K to 1M	Endangered	Still
wbk	Waigali	10K to 1M	Stable	Still
wbl	Wakhi	10K to 1M	Stable	Ascending
wbm	Vo Wa	10K to 1M	Stable	Ascending
wbp	Warlpiri	Less than 10K	Stable	Ascending
wbq	Waddar	10K to 1M	Stable	Still
wbr	Wagdi	1M to 1B	Institutional	Ascending
wbs	West Bengal Sign Language	10K to 1M	Stable	Still
wbt	Warnman	None	Endangered	Still
wbv	Wajarri	None	Endangered	Still
wbw	Woi	Less than 10K	Endangered	Still
wca	Yanomámi	Less than 10K	Stable	Still
wci	Gbe, Waci	10K to 1M	Stable	Emerging
wdd	Wandji	10K to 1M	Stable	Still
wdg	Wadaginam	Less than 10K	Stable	Still
wdj	Wadjiginy	None	Endangered	Still
wdk	Wadikali	None	Extinct	Still
wdt	Wendat	None	Endangered	Still
wdu	Wadjigu	None	Extinct	Still
wdy	Wadjabangayi	None	Extinct	Still
wea	Wewaw	None	Extinct	Emerging
wec	Wè Western	10K to 1M	Stable	Still
wed	Wedau	10K to 1M	Institutional	Emerging
weg	Wergaia	None	Endangered	Still
weh	Weh	Less than 10K	Stable	Emerging
wei	Kiunum	Less than 10K	Stable	Still
wem	Gbe, Weme	10K to 1M	Stable	Still
weo	Wemale	Less than 10K	Endangered	Still
wep	Westphalien	None	Stable	Emerging
wer	Amam	Less than 10K	Stable	Emerging
wes	Cameroon Pidgin	1M to 1B	Institutional	Ascending
wet	Perai	None	Endangered	Still
weu	Chin, Rawngtu	Less than 10K	Stable	Emerging
wew	Wejewa	10K to 1M	Stable	Ascending
wfg	Zorop	Less than 10K	Endangered	Still
wga	Wagaya	None	Extinct	Still
wgb	Wagawaga	Less than 10K	Stable	Still
wgg	Wangkangurru	None	Extinct	Still
wgi	Wahgi	10K to 1M	Stable	Emerging
wgo	Ambel	Less than 10K	Endangered	Emerging
wgu	Wirangu	None	Endangered	Still
wgy	Warrgamay	None	Endangered	Still
wha	Sou Upaa	Less than 10K	Endangered	Still
whg	Yuwei	10K to 1M	Stable	Emerging
whk	Kenyah, Wahau	Less than 10K	Endangered	Emerging
whu	Kayan, Wahau	Less than 10K	Endangered	Still
wib	Southern Toussian	10K to 1M	Stable	Emerging
wic	Wichita	None	Endangered	Emerging
wie	Wik-Epa	None	Extinct	Still
wif	Wik-Keyangan	None	Extinct	Still
wig	Wik Ngathan	None	Endangered	Still
wih	Wik-Me’anha	None	Endangered	Still
wii	Minidien	Less than 10K	Endangered	Still
wij	Wik-Iiyanh	None	Endangered	Still
wik	Wikalkan	None	Endangered	Still
wil	Wilawila	None	Extinct	Still
wim	Wik-Mungkan	Less than 10K	Endangered	Emerging
win	Ho-Chunk	Less than 10K	Endangered	Emerging
wir	Wiraféd	None	Extinct	Still
wiu	Wiru	10K to 1M	Stable	Emerging
wiv	Vitu	Less than 10K	Institutional	Emerging
wiy	Wiyot	None	Endangered	Emerging
wja	Waja	10K to 1M	Stable	Emerging
wji	Warji	10K to 1M	Endangered	Emerging
wka	Kw’adza	None	Extinct	Still
wkb	Kumbaran	10K to 1M	Endangered	Still
wkd	Mo	Less than 10K	Endangered	Still
wkl	Kalanadi	Less than 10K	Endangered	Still
wkr	Keerray-Woorroong	None	Endangered	Still
wku	Kunduvadi	Less than 10K	Endangered	Still
wkw	Wakawaka	None	Endangered	Still
wky	Wangkayutyuru	None	Extinct	Still
wla	Walio	Less than 10K	Endangered	Still
wlc	Comorian, Mwali	10K to 1M	Stable	Emerging
wle	Wolane	10K to 1M	Stable	Emerging
wlg	Kunbarlang	None	Endangered	Still
wlh	Welaun	Less than 10K	Stable	Still
wli	Waioli	Less than 10K	Endangered	Still
wlk	Wailaki	None	Extinct	Emerging
wll	Wali	Less than 10K	Stable	Still
wln	Walloon	10K to 1M	Endangered	Vital
wlo	Wolio	10K to 1M	Endangered	Emerging
wlr	Moiso	Less than 10K	Stable	Still
wls	Wallisian	10K to 1M	Stable	Ascending
wlu	Wuliwuli	None	Extinct	Still
wlv	Bermejo Wichí	10K to 1M	Stable	Emerging
wlw	Walak	10K to 1M	Stable	Emerging
wlx	Wali	10K to 1M	Stable	Emerging
wmb	Wambaya	None	Endangered	Emerging
wmc	Wamas	Less than 10K	Endangered	Still
wmd	Mamaindê	Less than 10K	Endangered	Emerging
wme	Wambule	10K to 1M	Stable	Emerging
wmg	Minyag, Western	10K to 1M	Endangered	Still
wmh	Waima’a	10K to 1M	Endangered	Emerging
wmi	Wamin	None	Endangered	Still
wmm	Maiwa	10K to 1M	Endangered	Still
wmn	Waamwang	None	Extinct	Still
wmo	Wom	Less than 10K	Endangered	Emerging
wms	Wambon	Less than 10K	Endangered	Emerging
wmt	Walmajarri	Less than 10K	Endangered	Emerging
wmw	Mwani	10K to 1M	Stable	Ascending
wmx	Pin	None	Endangered	Still
wnb	Mokati	Less than 10K	Endangered	Still
wnc	Wantoat	Less than 10K	Stable	Emerging
wnd	Wandarang	None	Extinct	Still
wne	Waneci	10K to 1M	Stable	Emerging
wng	Wanggom	Less than 10K	Endangered	Still
wni	Ndzwani Comorian	10K to 1M	Stable	Emerging
wnk	Wanukaka	10K to 1M	Stable	Emerging
wnm	Wanggamala	None	Extinct	Still
wnn	Wunumara	None	Extinct	Still
wno	Wano	Less than 10K	Endangered	Emerging
wnp	Wanap	Less than 10K	Endangered	Still
wnu	Usan	Less than 10K	Endangered	Emerging
wnw	Wintu	None	Extinct	Emerging
wny	Waanyi	None	Endangered	Still
woa	Kuwema	None	Endangered	Still
wob	Wè Northern	10K to 1M	Stable	Ascending
woc	Wogeo	Less than 10K	Endangered	Still
wod	Wolani	Less than 10K	Endangered	Still
woe	Woleaian	Less than 10K	Stable	Emerging
wof	Gambian Wolof	10K to 1M	Institutional	Emerging
wog	Wogamusin	Less than 10K	Stable	Still
woi	Kamang	Less than 10K	Endangered	Still
wok	Longto	Less than 10K	Endangered	Emerging
wol	Wolof	1M to 1B	Institutional	Vital
wom	Wom	Less than 10K	Stable	Still
won	Wongo	10K to 1M	Stable	Emerging
woo	Manombai	Less than 10K	Endangered	Still
wor	Woria	None	Endangered	Still
wos	Hanga Hundi	Less than 10K	Stable	Emerging
wow	Wawonii	10K to 1M	Endangered	Still
woy	Weyto	None	Endangered	Still
wpc	Maco	Less than 10K	Stable	Emerging
wrb	Waluwarra	None	Extinct	Still
wrg	Warungu	None	Endangered	Still
wrh	Wiradjuri	Less than 10K	Endangered	Emerging
wri	Wariyangga	None	Extinct	Still
wrk	Garrwa	Less than 10K	Endangered	Emerging
wrl	Warlmanpa	None	Endangered	Still
wrm	Warumungu	Less than 10K	Endangered	Emerging
wrn	Warnang	Less than 10K	Endangered	Still
wro	Worrorra	None	Endangered	Still
wrp	Waropen	Less than 10K	Endangered	Still
wrr	Wardaman	None	Endangered	Emerging
wrs	Waris	Less than 10K	Stable	Emerging
wru	Waru	Less than 10K	Endangered	Still
wrv	Waruna	Less than 10K	Stable	Still
wrw	Gugu Warra	None	Extinct	Still
wrx	Wae Rana	Less than 10K	Endangered	Still
wry	Merwari	1M to 1B	Stable	Ascending
wrz	Waray	None	Extinct	Ascending
wsa	Warembori	Less than 10K	Endangered	Still
wsg	Adilabad Gondi	10K to 1M	Institutional	Ascending
wsi	Jo	Less than 10K	Stable	Still
wsk	Waskia	10K to 1M	Endangered	Emerging
wsr	Owenia	Less than 10K	Endangered	Still
wss	Wasa	10K to 1M	Stable	Still
wsu	Wasu	None	Endangered	Still
wsv	Degano	None	Endangered	Still
wtb	Matambwe	10K to 1M	Stable	Still
wtf	Watiwa	Less than 10K	Endangered	Still
wth	Wathawurrung	None	Extinct	Still
wti	Berta	10K to 1M	Institutional	Emerging
wtk	Watakataui	Less than 10K	Endangered	Emerging
wtm	Mewati	1M to 1B	Stable	Emerging
wtw	Wotu	Less than 10K	Endangered	Still
wua	Wikngenchera	None	Endangered	Still
